Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotPorch,HouseRate_Cond_and_Material,Age_of_House
53,90,RM,110.0,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,0,0,816,1,0,1,0,2,1,TA,Typ,0,,CarPort,Unf,2,TA,TA,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,110000,0,Average,47
54,20,RL,68.0,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,0,0,1842,2,0,0,1,0,1,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,857,72,0,0,0,0,0,11,2006,WD,Normal,385000,72,Good,25
55,80,RL,60.0,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,0,0,1360,0,0,1,0,3,1,TA,Min1,1,TA,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,0,0,2,2007,WD,Normal,130000,50,Average,52
56,20,RL,100.0,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,0,0,1425,0,0,2,0,3,1,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,407,0,0,0,7,2008,WD,Normal,180500,407,Above Average,44
57,160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,756,0,1739,1,0,2,1,3,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,115,0,0,0,0,0,0,8,2009,WD,Abnorml,172500,0,Good,10
58,60,RL,89.0,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,0,1720,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,70,0,0,0,0,0,8,2006,WD,Normal,196500,70,Above Average,2
59,60,RL,66.0,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1519,0,2945,0,0,3,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,192,0,37,0,0,0,0,10,2006,New,Partial,438780,37,Very Good,0
60,20,RL,60.0,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,0,0,780,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,196,0,0,0,0,0,0,1,2008,WD,Normal,124900,0,Above Average,36
61,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,0,0,1158,1,0,1,1,3,1,Gd,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,0,0,5,2006,New,Partial,158000,50,Above Average,2
62,75,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,530,0,1111,0,0,1,0,3,1,Fa,Typ,0,,Detchd,Unf,1,TA,TA,N,0,0,144,0,0,0,0,3,2007,WD,Normal,101000,144,Above Average,87
63,120,RL,44.0,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,0,0,1370,0,0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,120,49,0,0,0,0,0,10,2007,WD,Normal,202500,49,Good,1
64,70,RM,50.0,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,808,0,1710,0,0,2,0,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,140000,75,Good,89
65,60,RL,,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,977,0,2034,1,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,219500,36,Above Average,12
66,60,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1330,0,2473,0,0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,RFn,3,TA,TA,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,317000,151,Good,3
67,20,RL,,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,0,0,2207,1,0,2,0,3,1,TA,Min1,1,Gd,Attchd,RFn,2,TA,TA,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,180000,0,Above Average,40
68,20,RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,0,0,1479,1,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,226000,29,Above Average,4
69,30,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,0,0,747,0,0,1,0,2,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,80000,0,Average,65
70,50,RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,983,0,2287,0,0,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,225000,135,Above Average,53
71,20,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,0,0,2223,1,0,2,0,3,1,TA,Typ,2,Gd,Attchd,Fin,2,TA,TA,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,244000,0,Good,34
72,20,RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,0,0,845,1,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,129500,0,Average,25
73,60,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,833,0,1718,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000,385,Above Average,11
74,20,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,0,0,1086,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,144900,0,Above Average,56
75,50,RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,765,0,1605,0,0,2,0,3,2,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400,202,Average,95
76,180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,462,0,988,1,0,1,0,2,1,TA,Typ,0,,BuiltIn,Unf,1,TA,TA,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000,101,Average,36
77,20,RL,,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,0,0,952,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,135750,0,Above Average,52
78,50,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,213,0,1285,1,0,1,0,2,1,TA,Min1,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000,0,Average,60
79,90,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,0,0,1768,0,0,2,0,4,2,TA,Typ,0,,,,0,,,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,136500,0,Average,42
80,50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,548,0,1230,0,0,1,1,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,110000,128,Above Average,99
81,60,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,960,0,2142,0,0,2,1,4,1,Gd,Typ,1,Gd,Attchd,Fin,1,TA,TA,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,193500,324,Above Average,41
82,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,0,0,1337,1,0,2,0,2,1,TA,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500,199,Above Average,8
83,20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,0,0,1563,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,245000,99,Good,1
84,20,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,0,0,1065,0,0,1,1,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,126500,0,Average,47
85,80,RL,,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,670,0,1474,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,168500,72,Above Average,14
86,60,RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1116,0,2417,0,0,2,1,4,1,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,260000,82,Good,15
87,60,RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,876,0,1560,0,0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,174000,38,Above Average,4
88,160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,0,1224,0,0,2,1,2,1,Gd,Typ,0,,Detchd,RFn,2,TA,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial,164500,234,Above Average,0
89,50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,0,513,1526,0,0,1,0,2,1,Fa,Typ,0,,,,0,,,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,85000,156,Fair,94
90,20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,0,0,990,1,0,1,0,3,1,TA,Typ,0,,,,0,,,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,123600,0,Average,13
91,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,FuseA,0,0,1040,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,109900,29,Average,56
92,20,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,0,0,1235,0,0,1,0,2,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,98600,0,Below Average,45
93,30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,0,0,964,1,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500,44,Above Average,88
94,190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1031,0,2291,0,1,2,0,4,2,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900,99,Above Average,97
95,60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,881,0,1786,1,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,204750,162,Above Average,10
96,60,RL,,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,790,0,1470,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,185000,63,Good,16
97,20,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,0,0,1588,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000,29,Above Average,7
98,20,RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,0,0,960,1,0,1,0,3,1,TA,Typ,0,,Attchd,Fin,1,TA,TA,P,120,0,0,0,0,0,0,5,2007,WD,Normal,94750,0,Average,42
99,30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,0,0,835,0,0,1,0,2,1,TA,Typ,0,,Basment,Unf,1,Fa,TA,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000,77,Average,90
100,20,RL,77.0,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,0,0,1225,1,0,1,1,3,1,TA,Typ,0,,,,0,,,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950,0,Average,51
101,20,RL,,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,0,0,1610,1,0,2,0,3,1,Gd,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,205000,68,Good,33
102,60,RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,755,0,1732,0,0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,178000,46,Above Average,25
103,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,0,0,1535,0,0,2,0,4,2,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,118964,0,Average,30
104,20,RL,94.0,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,0,0,1226,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,3,TA,TA,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,198900,36,Above Average,1
105,50,RM,,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,Y,FuseF,592,0,1818,0,0,1,1,4,1,TA,Typ,2,TA,Detchd,Unf,1,TA,TA,Y,0,0,0,0,184,0,0,6,2007,WD,Normal,169500,184,Above Average,76
106,60,FV,75.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,939,0,1992,0,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,140,45,0,0,0,0,0,8,2008,WD,Normal,250000,45,Good,5
107,30,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,Y,SBrkr,0,0,1047,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,Fa,Fa,N,0,0,0,0,0,0,450,8,2007,WD,Normal,100000,0,Above Average,122
